"","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"2188","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",100844,1,"SU",73863,58202,"SU7386358202",473863,158202,"GB106039017240",54,1.7,11.3,1,,,,,,,,,,,,2004-04-27,2006-10-26,5,FALSE
"2189","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",101463,2,"TR",7425,52093,"TR0742552093",607425,152093,"GB107040019742",,,,,,,,,,,,,,,,2010-05-17,2010-05-17,1,FALSE
"2190","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",101543,2,"TR",10465,55066,"TR1046555066",610465,155066,"GB107040019742",,,,,,,,,,,,,,,,2010-05-17,2010-05-17,1,FALSE
"2191","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","DARENT",101601,2,"TQ",55690,67988,"TQ5569067988",555690,167988,"GB106040024222",30,1.5,27.25,2,10,17.5,30,63,7,0,170,,,,2010-01-01,2006-04-13,2013-10-24,10,FALSE
"2192","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","DARENT",101602,2,"TQ",55631,67906,"TQ5563167906",555631,167906,"GB106040024222",30,1.5,27.15,2,6,27.5,52,42,5,1,170,,,,2010-01-01,2006-04-13,2013-10-24,10,FALSE
"2193","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",102084,1,"SU",96453,97101,"SU9645397101",496453,197101,"GB106039029830",,,,,,,,,,,,,,,,2005-05-03,2005-05-03,1,FALSE
"2194","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","CANAL: Artificial water course primarily used for navigation","HERTFORD UNION CANAL",102091,1,"TQ",37193,84358,"TQ3719384358",537193,184358,"GB106038077852",,,,,,,,,,,,,,,,2005-11-21,2005-11-21,1,FALSE
"2195","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (NAV.SUB A)",102092,1,"TQ",35886,92538,"TQ3588692538",535886,192538,"GB106038027950",12,1,74,1,20,100,0,35,0,65,242,,,,2013-02-01,2013-05-14,2016-09-27,4,FALSE
"2196","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (NAV.SUB A)",102093,1,"TQ",37059,97170,"TQ3705997170",537059,197170,"GB106038027950",,,,,,,,,,,,,,,,2005-10-18,2005-10-18,1,FALSE
"2197","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",102183,1,"TQ",938,52499,"TQ0093852499",500938,152499,"GB106039017630",29,0.6,65.95,6,,,,,,,,,,,,2005-02-18,2005-02-18,1,FALSE
"2198","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY NAVIGATION",102185,1,"TQ",1016,52705,"TQ0101652705",501016,152705,"GB106039017630",29,0.1,66.3,6,,,,,,,,,,,,2005-02-18,2005-02-18,1,FALSE
"2199","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",102381,1,"TQ",786,53453,"TQ0078653453",500786,153453,"GB106039017630",27,0.6,67.5,8,,,,,,,,,,,,2005-02-18,2005-02-18,1,FALSE
"2200","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",102382,1,"TQ",1382,52879,"TQ0138252879",501382,152879,"GB106039017630",26,0.6,68.6,8,,,,,,,,,,,,2005-02-18,2005-02-18,1,FALSE
"2201","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","MORDEN HALL BROOK",102402,1,"TQ",26210,68800,"TQ2621068800",526210,168800,"GB106039023460",15,3,19.3,4,,,,,,,,,,,,2003-05-16,2005-10-11,4,FALSE
"2202","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","BUNCES MEADOW CUT",102403,1,"TQ",26180,68890,"TQ2618068890",526180,168890,"GB106039023460",15,3,19.5,4,,,,,,,,,,,,2003-05-16,2005-10-11,4,FALSE
"2203","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","WANDLE",102405,1,"TQ",26100,68850,"TQ2610068850",526100,168850,"GB106039023460",15,3,19.5,4,,,,,,,,,,,,2003-05-16,2005-10-11,4,FALSE
"2204","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",102661,2,"TQ",90400,51500,"TQ9040051500",590400,151500,"GB107040019660",,,,,,,,,,,,,,,,2004-11-12,2004-11-12,1,FALSE
"2205","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",102761,2,"TQ",90282,51783,"TQ9028251783",590282,151783,"GB107040019660",,,,,,,,,,,,,,,,2004-11-12,2004-11-12,1,FALSE
"2206","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",102763,2,"TQ",90514,51936,"TQ9051451936",590514,151936,"GB107040019660",,,,,,,,,,,,,,,,2004-11-12,2004-11-12,1,FALSE
"2207","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","ROYAL MILITARY CANAL (1)","RIVER: Natural/semi-natural flowing fresh watercourse","CRADLEBRIDGE SEWER",108181,2,"TQ",94900,33370,"TQ9490033370",594900,133370,"GB107040019530",,,,,,,,,,,,,,,,2002-05-21,2008-09-23,6,FALSE
"2208","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",108221,2,"TR",8578,38022,"TR0857838022",608578,138022,"GB107040019640",,,,,,,,,,,,,,,,1986-10-23,2006-01-31,7,FALSE
"2209","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","HORTON PRIORY DYKE",108263,2,"TR",8576,38057,"TR0857638057",608576,138057,"GB107040019640",,,,,,,,,,,,,,,,1987-01-29,2006-01-31,6,FALSE
"2210","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","INGREBOURNE",108701,1,"TQ",55950,88000,"TQ5595088000",555950,188000,"GB106037028130",,,,,,,,,,,,,,,,2005-04-04,2005-10-03,2,FALSE
"2211","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","INGREBOURNE",108702,1,"TQ",54896,85908,"TQ5489685908",554896,185908,"GB106037028130",8,2,13.96,2,4,17,1,35,25,39,151,,,,2012-10-04,2005-04-04,2022-05-16,24,FALSE
"2212","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",108721,2,"TQ",57060,49418,"TQ5706049418",557060,149418,"GB106040018170",,,,,,,,,,,,,,,,2005-03-24,2005-03-24,1,FALSE
"2213","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",108722,2,"TQ",57217,49349,"TQ5721749349",557217,149349,"GB106040018170",,,,,,,,,,,,,,,,2005-03-24,2005-03-24,1,FALSE
"2214","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","ROYAL MILITARY CANAL (1)","RIVER: Natural/semi-natural flowing fresh watercourse","RMC TRIB.",108830,2,"TR",5880,35600,"TR0588035600",605880,135600,"GB107040019700",,,,,,,,,,,,,,,,2005-04-14,2005-10-27,2,FALSE
"2215","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GAS WORKS STREAM (TW)",109221,2,"TQ",60211,41749,"TQ6021141749",560211,141749,"GB106040018410",,,,,,,,,,,,,,,,2005-03-31,2005-03-31,1,FALSE
"2216","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","SUSSEX ROTHER",109506,2,"SU",98313,18818,"SU9831318818",498313,118818,"GB107041012810",,,,,,,,,,,,,,,,2005-05-11,2005-05-11,1,FALSE
"2217","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","SUSSEX ROTHER",109508,2,"SU",98317,19038,"SU9831719038",498317,119038,"GB107041012780",,,,,,,,,,,,,,,,2005-05-11,2005-05-11,1,FALSE
"2218","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","SUSSEX ROTHER",109509,2,"SU",98336,18920,"SU9833618920",498336,118920,"GB107041012780",,,,,,,,,,,,,,,,2005-05-11,2005-05-11,1,FALSE
"2219","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","SUSSEX ROTHER",109510,2,"SU",98149,19154,"SU9814919154",498149,119154,"GB107041012810",,,,,,,,,,,,,,,,2005-05-11,2005-05-11,1,FALSE
"2220","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","SUSSEX ROTHER",109511,2,"SU",98345,18916,"SU9834518916",498345,118916,"GB107041012780",,,,,,,,,,,,,,,,2005-05-11,2005-05-11,1,FALSE
"2221","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","SUSSEX ROTHER",109513,2,"SU",98312,19132,"SU9831219132",498312,119132,"GB107041012780",,,,,,,,,,,,,,,,2005-05-11,2005-05-11,1,FALSE
"2222","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","SUSSEX ROTHER",109515,2,"SU",98305,18817,"SU9830518817",498305,118817,"GB107041012810",,,,,,,,,,,,,,,,2005-05-11,2005-05-11,1,FALSE
"2223","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","SUSSEX ROTHER",109519,2,"SU",98240,19001,"SU9824019001",498240,119001,"GB107041012810",,,,,,,,,,,,,,,,2005-05-11,2005-05-11,1,FALSE
"2224","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",109541,2,"TQ",38427,52335,"TQ3842752335",538427,152335,"GB106040018630",,,,,,,,,,,,,,,,2005-05-12,2005-05-12,1,FALSE
"2225","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","ARUN",109661,2,"TQ",16140,30490,"TQ1614030490",516140,130490,"GB107041012920",,,,,,,,,,,,,,,,2005-05-19,2005-05-19,1,FALSE
"2226","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","ARUN",109662,2,"TQ",15980,30300,"TQ1598030300",515980,130300,"GB107041012920",,,,,,,,,,,,,,,,2005-05-19,2005-05-19,1,FALSE
"2227","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","CHESWORTH STREAM",109681,2,"TQ",17400,29930,"TQ1740029930",517400,129930,"GB107041012920",,,,,,,,,,,,,,,,2005-05-19,2005-05-19,1,FALSE
"2228","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","HORN BROOK",109682,2,"TQ",18220,29210,"TQ1822029210",518220,129210,"GB107041012920",,,,,,,,,,,,,,,,2005-05-19,2005-05-19,1,FALSE
"2229","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","HORN BROOK",109683,2,"TQ",18560,29710,"TQ1856029710",518560,129710,"GB107041012920",,,,,,,,,,,,,,,,2005-05-19,2005-05-19,1,FALSE
"2230","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","HORN BROOK",109684,2,"TQ",19080,29900,"TQ1908029900",519080,129900,"GB107041012920",,,,,,,,,,,,,,,,2005-05-19,2005-05-19,1,FALSE
"2231","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","HORN BROOK",109685,2,"TQ",19450,31130,"TQ1945031130",519450,131130,"GB107041012920",,,,,,,,,,,,,,,,2005-05-19,2005-05-19,1,FALSE
"2232","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",109741,2,"TQ",54820,50539,"TQ5482050539",554820,150539,"GB106040018170",,,,,,,,,,,,,,,,2005-05-20,2005-05-20,1,FALSE
"2233","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",109801,2,"TQ",55009,50160,"TQ5500950160",555009,150160,"GB106040018170",,,,,,,,,,,,,,,,2005-05-20,2005-05-20,1,FALSE
"2234","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",109802,2,"TQ",55261,49800,"TQ5526149800",555261,149800,"GB106040018170",,,,,,,,,,,,,,,,2005-05-20,2005-05-20,1,FALSE
"2235","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","SHERBORNE BROOK",109821,1,"SP",17690,14770,"SP1769014770",417690,214770,"GB106039030460",115,2.4,18.5,3,8,23.2,3,48,21,28,202,,,,2012-10-04,2013-05-02,2015-03-19,3,FALSE
"2236","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE BROOK",109922,1,"TQ",49660,93408,"TQ4966093408",549660,193408,"GB106037028120",45,50,0.6,1,,,,,,,,,,,,2005-05-20,2005-05-20,1,FALSE
"2237","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE BROOK",109923,1,"TQ",51682,90391,"TQ5168290391",551682,190391,"GB106037028120",35,10,1.8,1,,,,,,,,,,,,2005-05-20,2005-05-20,1,FALSE
"2238","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","SUSSEX ROTHER","RIVER: Natural/semi-natural flowing fresh watercourse","MINSTEAD STREAM",109941,2,"SU",86239,20949,"SU8623920949",486239,120949,"GB107041012760",,,,,,,,,,,,,,,,2005-05-18,2005-05-18,1,FALSE
"2239","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","CANAL: Artificial water course primarily used for navigation","GRAND UNION CANAL (COWLEY REACH)",109942,1,"TQ",5554,80961,"TQ0555480961",505554,180961,"GB106039023070",,,,,,,,,,,,,,,,2005-05-16,2005-05-16,1,FALSE
"2240","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","CANAL: Artificial water course primarily used for navigation","GRAND UNION CANAL (DENHAM REACH)",109943,1,"TQ",5156,87769,"TQ0515687769",505156,187769,"GB106039023090",,,,,,,,,,,,,,,,2005-05-16,2005-10-03,2,FALSE
"2241","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","CANAL: Artificial water course primarily used for navigation","GRAND UNION CANAL (DENHAM REACH)",109944,1,"TQ",5305,85740,"TQ0530585740",505305,185740,"GB106039023090",,,,,,,,,,,,,,,,2005-05-16,2005-05-16,1,FALSE
"2242","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","CANAL: Artificial water course primarily used for navigation","GRAND UNION CANAL (COWLEY REACH)",109945,1,"TQ",4972,88832,"TQ0497288832",504972,188832,"GB106039023090",,,,,,,,,,,,,,,,2005-05-16,2005-05-16,1,FALSE
"2243","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","BLAKES GILL",110101,2,"TQ",16984,24820,"TQ1698424820",516984,124820,"GB107041012280",,,,,,,,,,,,,,,,2005-06-08,2005-06-08,1,FALSE
"2244","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","BLAKES GILL",110102,2,"TQ",17068,24553,"TQ1706824553",517068,124553,"GB107041012280",,,,,,,,,,,,,,,,2005-06-08,2005-06-08,1,FALSE
"2245","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","BLAKES GILL",110103,2,"TQ",17035,24769,"TQ1703524769",517035,124769,"GB107041012280",,,,,,,,,,,,,,,,2005-06-08,2005-06-08,1,FALSE
"2246","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (NAV.SUB A)",110321,1,"TQ",36918,96534,"TQ3691896534",536918,196534,"GB106038077851",,,,,,,,,,,,,,,,2005-10-18,2005-10-18,1,FALSE
"2247","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (NAV.SUB A)",110323,1,"TQ",36184,93411,"TQ3618493411",536184,193411,"GB106038027960",,,,,,,,,,,,,,,,2005-10-18,2005-10-18,1,FALSE
"2248","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","HORTON PRIORY DYKE",110401,2,"TR",8621,38329,"TR0862138329",608621,138329,"GB107040019640",,,,,,,,,,,,,,,,1987-04-13,2005-01-28,3,FALSE
"2249","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","HORTON PRIORY DYKE",110402,2,"TR",8605,38108,"TR0860538108",608605,138108,"GB107040019640",,,,,,,,,,,,,,,,1987-01-29,2006-01-31,4,FALSE
"2250","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","HORTON PRIORY DYKE",110403,2,"TR",8592,38103,"TR0859238103",608592,138103,"GB107040019640",,,,,,,,,,,,,,,,2005-01-28,2008-07-02,3,FALSE
"2251","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110481,2,"TQ",32418,26158,"TQ3241826158",532418,126158,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2252","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110482,2,"TQ",33513,25780,"TQ3351325780",533513,125780,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2253","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110483,2,"TQ",34177,25622,"TQ3417725622",534177,125622,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2254","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110484,2,"TQ",33852,24815,"TQ3385224815",533852,124815,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2255","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110485,2,"TQ",32025,24914,"TQ3202524914",532025,124914,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2256","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110486,2,"TQ",31982,24360,"TQ3198224360",531982,124360,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2257","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110487,2,"TQ",32694,24670,"TQ3269424670",532694,124670,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2258","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110488,2,"TQ",33402,25066,"TQ3340225066",533402,125066,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2259","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110490,2,"TQ",34157,23662,"TQ3415723662",534157,123662,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2260","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110491,2,"TQ",34700,24675,"TQ3470024675",534700,124675,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2261","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110492,2,"TQ",34785,24736,"TQ3478524736",534785,124736,"GB107041012680",,,,,,,,,,,,,,,,2005-05-26,2005-05-26,1,FALSE
"2262","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110493,2,"TQ",35215,25061,"TQ3521525061",535215,125061,"GB107041012680",,,,,,,,,,,,,,,,2005-06-03,2005-06-03,1,FALSE
"2263","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110494,2,"TQ",35626,25343,"TQ3562625343",535626,125343,"GB107041012680",,,,,,,,,,,,,,,,2005-06-03,2005-06-03,1,FALSE
"2264","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110495,2,"TQ",35339,24480,"TQ3533924480",535339,124480,"GB107041012680",,,,,,,,,,,,,,,,2005-06-03,2005-06-03,1,FALSE
"2265","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110496,2,"TQ",35389,24938,"TQ3538924938",535389,124938,"GB107041012680",,,,,,,,,,,,,,,,2005-06-03,2005-06-03,1,FALSE
"2266","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110497,2,"TQ",36437,24450,"TQ3643724450",536437,124450,"GB107041012710",,,,,,,,,,,,,,,,2005-06-03,2005-06-03,1,FALSE
"2267","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE TRIBUTARY",110498,2,"TQ",36507,24547,"TQ3650724547",536507,124547,"GB107041012710",,,,,,,,,,,,,,,,2005-06-03,2005-06-03,1,FALSE
"2268","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","BLACKWATER (THAMES)",127295,1,"SU",88128,49075,"SU8812849075",488128,149075,"GB106039017180",80,1.3,4.04,1,,,,,,,,,,,,2010-05-12,2010-09-16,2,FALSE
"2269","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","IVEL",128059,1,"TL",19097,38440,"TL1909738440",519097,238440,"GB105033037720",,,,,,,,,,,,,,,,2007-09-19,2007-09-19,1,FALSE
"2270","SOUTHERN - SUSSEX (OLD)","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","ARUN TRIB",130866,1,"TQ",11748,33102,"TQ1174833102",511748,133102,"GB107041017950",,,,,,,,,,,,,,,,2006-10-17,2006-10-17,1,FALSE
